article_text,category
"Fox attacks Blair's Tory 'lies'

Tony Blair lied when he took the UK to war so has no qualms about lying in the election campaign, say the Tories.

Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a ""hard right agenda"". Dr Fox told BBC Radio: ""If you are willing to lie about the reasons for going to war, I guess you are going to lie about anything at all."" He would not discuss reports the party repaid £500,000 to Lord Ashcroft after he predicted an election defeat.

The prime minister ratcheted up Labour's pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party's spring conference. He insisted he did not know the poll date, but it is widely expected to be 5 May.

In what was seen as a highly personal speech in Gateshead on Sunday, Mr Blair said: ""I have the same passion and hunger as when I first walked through the door of 10 Downing Street."" He described his relationship with the public as starting euphoric, then struggling to live up to the expectations, and reaching the point of raised voices and ""throwing crockery"". He warned his supporters against complacency, saying: ""It's a fight for the future of our country, it's a fight that for Britain and the people of Britain we have to win.""

Mr Blair said that whether the public chose Michael Howard or Mr Kennedy, it would result in ""a Tory government not a Labour government and a country that goes back and does not move forward"". Dr Fox accused Mr Blair and other Cabinet ministers of telling lies about their opponents' policies and then attacking the lies. ""What we learned at the weekend is what Labour tactics are going to be and it's going to be fear and smear,"" he told BBC News. The Tory co-chairman attacked Labour's six new pledges as ""vacuous"" and said Mr Blair was very worried voters would take revenge for his failure to deliver. Dr Fox refused to discuss weekend newspaper reports that the party had repaid £500,000 to former Tory Treasurer Lord Ashcroft after he said the party could not win the election. ""We repay loans when they are due but do not comment to individual financial matters,"" he said, insisting he enjoyed a ""warm and constructive"" relationship to Lord Ashcroft.

Meanwhile Lib Dem leader Charles Kennedy is expected to attack Mr Blair's words as he begins a nationwide tour on Monday. Mr Kennedy is accelerating Lib Dem election preparations this week as he visits Manchester, Liverpool, Leicester, Somerset, Basingstoke, Shrewsbury, Dorset and Torbay. He said: ""This is three-party politics. In the northern cities, the contest is between Labour and the Liberal Democrats. ""In southern and rural seats - especially in the South West - the principal contenders are the Liberal Democrats and the Conservatives, who are out of the running in Scotland and Wales."" The Lib Dems accuse Mr Blair of making a ""touchy-feely"" speech to Labour delegates which will not help him regain public trust.
",/News/Politics
"Mrs Howard gets key election role

Michael Howard's ex-model wife, Sandra, is to play a leading role in the Conservative election campaign.

Mrs Howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss-crossing the country. Mr Howard will host a news conference at the party's London HQ every morning, Tory co-chairman Liam Fox said. ""We want Michael to be as accessible as possible,"" Mr Fox said, adding that the party was not afraid of scrutiny.

The Tory leader wanted to meet as many ordinary members of the public, Mr Fox said. Tony Blair has also said he is intending to get out and talk to as many people as possible during the election campaign. But Labour campaign chiefs say there are no plans for Mr Blair to hold a daily news conference.

Mr Fox responded by accusing the prime minister of ""hiding away from the scrutiny of London's media"". The Liberal Democrats also say they are planning to hold daily news conferences with Charles Kennedy. On Mrs Howard's role, Mr Fox said: ""Sandra has already been campaigning with Michael on a number of visits and has been undertaking short visits herself. ""That pattern will continue. It's worked very well up until now."" Mrs Howard made her debut speech at the Conservative Party Conference in Bournemouth last October. She used her speech on the fringe to highlight the work of a drugs charity, Addaction, which she supports. Mrs Howard has also appeared along side her husband on TV chat shows. During an interview on ITV1's This Morning she said she often criticised her husband for not showing the side of him that she knows.
",/News/Politics
"Straw to attend Auschwitz service

Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.

Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January. Between 1.1 and 1.5 million people, mainly Jews, were killed at Auschwitz. The Tories said they were glad Mr Straw had been ""shamed"" into going, having earlier criticised the decision to send a lower-ranking official. Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration. ""Once again this government has shown crass insensitivity until it has been forced by public opinion into doing what it should have done in the first place.""

In Britain, the Queen and Prince Philip will lead the nation's commemoration at a service in Westminster Hall, London. The Queen will also host a reception for holocaust survivors at St James's Palace. Altogether, some six million people, mainly Jews, perished in the Holocaust. The Queen's grandson, Prince Harry, sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged. The prince, 20, apologised, but critics have called for him to go to Auschwitz for the commemoration of the Soviets' 1945 liberation of the camp. Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said.
",/Sensitive Subjects
"Blair backs 'pre-election budget'

Tony Blair has backed Chancellor Gordon Brown's pre-Budget report amid opposition claims he was too bullish about the state of the UK economy.

In a speech in Edinburgh, the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign, planning for which was already well advanced. Mr Brown earlier denied his economic forecasts were too optimistic - but refused to rule out future tax rises.

He told BBC Radio 4's Today programme: ""No politician should make the mistake that John Major and his colleagues made in 1992 of saying no matter what the circumstances are, they can make all sorts of guarantees on every individual thing.

""That is not what politicians should do, it would not be responsible to do."" Mr Brown insisted his spending plans were ""affordable"" and he could afford to be optimistic because Britain was now a stable, low-inflation economy and house prices were now stabilising. Mr Blair praised his chancellor for his role in creating economic stability, which he said was the ""cornerstone"" of Labour's programme.

In a speech at Edinburgh's Napier University, he said Labour would publish over the next few months ""a rich agenda for future policy in any possible third term"".

""In every area of work there is a detailed plan for the future, much clearer than those in 1997 or 2001. All of it fits together around common themes of opportunity, security and stability for all,"" Mr Blair said. In his pre-Budget report, Mr Brown surprised some City experts by forecasting UK growth at between 3% and 3.5% for next year. Many believe the figure is more likely to be under 3% - and fear tax rises or spending cuts, saying tax receipts have been overestimated. Carl Emmerson, from the Institute for Fiscal Studies, told BBC News: ""He thinks everything will come out in the wash and it will, in fact, be OK. We're not so sure."" David Page, of Investec Securities, said: ""His forecast that he will meet the golden rule with a margin of £8bn is way too optimistic. ""It's going to take a significant turnaround in the economy to meet these targets.""

Conservative Shadow chancellor Oliver Letwin said: ""I can't find a single economic forecaster from the IMF to the Institute of Fiscal Studies who believes anything other than the chancellor has got a black hole in his finances. ""In order to deal with that he will have to raise taxes after the next general election."" Mr Letwin accused the chancellor of using ""fancy statistics"" to hide public service failures. Vincent Cable, for the Liberal Democrats, called on Mr Brown to open up the government's books to the National Audit Office, to see if he had met his ""golden rule"". ""It is very clear that there are some serious loose ends in government public spending,"" Mr Cable told MPs.
",/News/Politics
"E-University 'disgraceful waste'

A failed government scheme to offer UK university courses online has been branded a ""disgraceful waste"" by MPs.

The e-University was scrapped last year, having attracted only 900 students at a cost of £50m. Chief executive John Beaumont was paid a bonus of £44,914, despite a failure to bring in private sector backers. The Commons education select committee called this ""morally indefensible"" but the government said the e-University project had ""improved understanding"".

A Department for Education and Skills spokeswoman said the venture had been ""ambitious and ground-breaking, but take-up had not been ""sufficient to continue with the project"". She added: ""UK e-Universities was not the only organisation to have lost out on private sector investment in the collapse of the dotcom boom."" The select committee found that those responsible for founding the e-University in 2000 had been caught up in the ""general atmosphere of enthusiasm"" surrounding the internet. Initial business plans forecast a quarter of a million students joining within a decade, bringing in at least £110m in profit.

But virtually no market research was carried out and just £4.2m was spent on worldwide sales and marketing of courses. Some £14m went on developing the technology to make the e-University work. This was used by just 200 students, the rest preferring to work through existing university websites. With no significant private investors and no direct accountability to a government minister, the e-University had had ""too much freedom to spend public money as it wished"", the report found. Committee chairman Barry Sheerman said: ""UK e-University was a terrible waste of public money. ""The senior executives failed to interest any private investors and showed an extraordinary over-confidence in their ability to attract students to the scheme."" The report warns that the government should not be scared off investment in innovative but potentially risky schemes by the failure of the e-University, but ""should learn the lessons from this disaster"".
",/Jobs & Education/Education/Colleges & Universities
"Lib Dems demand new inquiry

A judge should look into the David Blunkett controversy as key questions remain unanswered, the Lib Dems say.

Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny. But he could not say whether Mr Blunkett had treated the nanny as a special case or had used her as an example of immigration problems. Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying. He told BBC News: ""I'm extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened. ""That must be bad for government, it must be bad for public confidence in the system.""

Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up. He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa. It may be about something even more important than that. ""So we do need to understand what took place and who was involved."" The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged. But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.
",/News/Politics
"Choose hope over fear - Kennedy

Voters will have a clear choice between the politics of fear and the politics of hope in the next general election, said Charles Kennedy.

In his New Year message the Liberal Democrat leader said Labour and the Conservatives were united in relying on fear and ""populist scares"". He said his party was the one of hope and was ready for a 2005 poll. On the Asian tsunami he said it had been ""very heartening"" to learn of the generosity being shown by Britons. Mr Kennedy said his thoughts were with all those caught up in the disaster, which had dominated the Christmas and New Year period. At home he said many people were turning to the Liberal Democrats as they became disheartened with the politics of the other two main parties.

The general election would be a three-party struggle, as the Conservative party ""fades away"" as a national force and the Liberal Democrats challenge Labour in its heartlands, he said. ""A clear division is emerging in British politics - the politics of fear versus the politics of hope. ""Labour is counting on the politics of fear, ratcheting up talk of threats, crime and insecurity. While the Conservatives are re-working their populist scares about asylum and the European 'menace',"" he said. He said the government was using this climate of fear to try to strip away civil liberties.

It was already using detention without trial at Belmarsh Prison, ignoring a recent Law Lords judgement that this contravenes basic human rights, he said. He also criticised attempts to bring in trial without jury, plans to lower the burden of proof in some criminal trials, curbing of rights to protest, increased stop and search powers and ID card plans. He said while everyone had the right to be secure they also had the right to be protected against unfair discrimination. ""But at the same time, an overmighty state is a dangerous one,"" he said. His party ""instinctively"" understood the ""new liberal Britain"" which is no longer a nation with one family structure, and one colour, he said. ""We are less deferential; more inclined to think for ourselves; more open about sexuality and equality. ""Our national institutions are changing too. We are no longer a nation of one church; we are a nation of many faiths. In our attitudes and the way we live our lives, this is in many ways a liberal Britain.""
",/News/Politics
"Profile: David Miliband

David Miliband's rapid rise through the ranks of government continues with his promotion to Cabinet Office minister.

Elected in a safe Labour seat in 2001 his previous job was school standards minister - a role he won in May 2002. Prior to the last election he was a key figure in New Labour as the head of the Downing Street policy unit where he was a key member of the manifesto writing team. Seen as one of the more intellectual figures in the government, he was also working for Tony Blair in his policy unit when he was leader of the opposition.

A brief glance at Mr Miliband's family background reveals an impressive socialist pedigree in the form of his father Ralph, who died in 1994. He was an eminent and influential leftwing academic. And while David Miliband is seen as a key Blair lieutenant his brother Ed is a special advisor to Chancellor Gordon Brown. Prior to working for Mr Blair, David Miliband spent time at the left-leaning Institute for Public Policy Research. He then became secretary of the Commission on Social Justice. The 39-year-old was educated at Haverstock Comprehensive before going on to Oxford to study politics, philosophy and economics. He also took an MSc in political science from the Massachusetts Institute of Technology.
",/News/Politics
"Parties warned over 'grey vote'

Political parties cannot afford to take older UK voters for granted in the coming election, says Age Concern.

A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds. Charity boss Gordon Lishman said if a ""decisive blow"" was struck at the election it would be by older voters who could be relied on to turn out. A total of 3,028 adults aged 18 or over were interviewed for the study. Mr Lishman urged the next government to boost state pension.

He also called for measures to combat ageism and build effective public services to ""support us all in an ageing society"". ""Older people want to see manifesto commitments that will make a difference to their lives,"" Mr Lishman said. ""Political parties must wake up to the fact that unless they address the demands and concerns of older people they will not keep or attract their vote."" In the survey carried out by ICM Research, 14% of people aged between 18 and 34 said they never voted in general elections. Among the over-65s, 70% said they would be certain to vote in an immediate election, compared with 39% of people under 55. Age Concern says the over-55s are ""united around"" key areas of policy they want the government to focus on. For 57%, pensions and the NHS were key issues, while the economy was important for a third, and tax was a crucial area for 25%.
",/News/Politics
"MPs quiz aides over royal income

Senior officials at the two bodies generating private income for the Queen and Prince of Wales are to be questioned by MPs.

Aides from the Duchy of Lancaster and Duchy of Cornwall will appear before the Commons Public Accounts Committee. It has been reported they could be questioned about Prince Charles' spending on Camilla Parker Bowles. But BBC correspondent Peter Hunt said they are not responsible for how money is spent and may be unable to answer. Duchy officials, who will appear before the committee on Monday, are only responsible for generating money. The Duchy of Lancaster provides the Queen's private income, while the Duchy of Cornwall provides Prince Charles' annual income. The Duchy of Cornwall is a 140,000-acre estate across 25 counties, and also includes residential properties, shops, offices, stocks and shares. It was set up in 1337 by King Edward III to provide income for successive heirs to the throne. It covers the cost of the prince's public and private life - neither Charles, nor William and Harry, receive taxpayers' money from the Civil List. However, the Prince of Wales did receive over £4m from government departments and grants-in-aid in 2003-4. The duchy last year generated almost £12m. The prince has voluntarily paid income tax - currently 40% - since 1993.
",/Law & Government/Government
"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.

Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year. But compatriot Kenenisa Bekele's record hopes were dashed when he miscounted his laps in the men's 3,000m and staged his sprint finish a lap too soon. Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42. ""I didn't want to sit back and get out-kicked,"" said Cragg. ""So I kept on the pace. The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it. The race was mine."" Sweden's Carolina Kluft, the Olympic heptathlon champion, and Slovenia's Jolanda Ceplak had winning performances, too. Kluft took the long jump at 6.63m, while Ceplak easily won the women's 800m in 2:01.52.
",/Sports/Individual Sports/Track & Field
"Isinbayeva claims new world best

Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.

It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season.""
",/Sports/Individual Sports/Track & Field
"Kenya lift Chepkemei's suspension

Kenya's athletics body has reversed a ban on marathon runner Susan Chepkemei after she made an official apology.

Athletics Kenya (AK) had suspended the two-time London Marathon runner-up for failing to turn up to a cross-country team training camp in Embu. ""We have withdrawn the ban. Chepkemei has given a reason for her absence,"" said AK chief Isaiah Kiplagat. ""She explained she had a contract with the organisers of the race in Puerto Rice and we have accepted her apology.""

The Kenyan coaching team will now decide whether Chepkemei can be included in the team for this month's world cross country championships. The 29-year-old would be a strong contender at the event in France and is hopeful she will be granted a place in the 32-strong squad. ""I am satisfied that the whole saga has been brought to an end,"" Chepkemei said. ""I am ready and prepared to represent my country. ""I will be disappointed if I am not given a chance to compete at the world cross country championships."" AK had insisted it was making an example of Chepkemei by banning her from competition until the end of 2005. But the organisation came under intense international and domestic pressure to reverse its decision. The 29-year-old took part in the 2002 and 2003 London Marathons and was edged out by Radcliffe in an epic New York Marathon contest last year.

The two-time world half-marathon silver medallist will be back to challenge Radcliffe at this year's London event in April. AK also dropped its harsh stance on three-time world cross country 4km champion Edith Masai. Masai missed Kenya's world cross country trials because of an ankle problem but AK insisted it would take disciplinary action unless she could prove she was really injured. ""Subject to our doctor's confirmation, we have decided to clear Masai,"" added Kiplagat.
",/Sports/Individual Sports
"McIlroy aiming for Madrid title

Northern Ireland man James McIlroy is confident he can win his first major title at this weekend's Spar European Indoor Championships in Madrid.

The 28-year-old has been in great form in recent weeks and will go in as one of the 800 metres favourites. ""I believe after my wins abroad and in our trial race in Sheffield, I can run my race from the front, back or middle,"" said McIlroy. New coach Tony Lester has helped get McIlroy's career back on track. The 28-year-old 800 metres runner has not always matched his promise with performances but believes his decision to change coaches and move base will bring the rewards. McIlroy now lives in Windsor and feels his career has been transformed by the no-nonsense leadership style of former Army sergeant Lester. Lester is better known for his work with 400m runners Roger Black and Mark Richardson in the past but under his guidance McIlroy has secured five wins this indoor season.

McIlroy now claims he is in his best shape since finishing fourth for Ireland at the outdoor European Championships in 1998. ""That was my last decent year,"" said McIlroy, who temporarily retired last August before returning to the sport under Lester's shrewd guidance. ""Before, every race was like trying to climb Mount Everest and I now know you can't do it on your own. ""Trying to succeed saw me sometimes standing half-dead and terrified on the starting line, which became a bit too much."" McIlroy, who was compared to the likes of Sebastian Coe, Steve Cram and Steve Ovett in his younger days, is now competing without the benefit of National Lottery funding. That situation could change if he maintains his current form and repeats the world-class times he produced in the 800m and 1000m at major races in Erfurt and Stuttgart earlier this season. Russian Dmitriy Bogdanov won at the same Madrid venue last week and then claimed the European Championship race would be between himself, Dutchman Arnoud Okken and Antonio Reina of Spain but McIlroy is unfazed.

He admitted: ""He looked quite good in his win and fair enough everyone has the right to their own opinion. ""I never write myself off and let's face it, I haven't or looked like being beaten this season."" And McIlroy, whose time of one minute 46.68seconds in Erfurt elevated him to sixth place on the UK All-Time list, is also already looking beyond Madrid. He said: ""I've been much more focused this year about my career and having such a good team around me has been very important. ""Ultimately of course, this weekend is a means to an end and that is getting prepared for the summer's world championships. ""That ambition has meant that I've had only two nights out since last August. The rest of my time has seen me just concentrating on rebuilding my career.""
",/Sports/Individual Sports/Golf
"UK Athletics agrees new kit deal

UK Athletics has agreed a new deal with adidas to supply Great Britain squads of all ages with their kit for the next four years.

The German-based firm kitted out Team GB at the 2004 Olympics and has deals with 20 other national Olympic bodies. UK Athletics chief David Moorcroft said: ""The Athens experience can now be extended to more major championships. ""In the year ahead these include the European indoor and World outdoor championships. We are delighted."" Moorcroft added: ""It is hugely beneficial to the sport that the adidas commitment will also provide for officials and other personnel at our world-class series of live televised events."" This week, UK Athletics also agreed a four-year deal with energy drink company, Red Bull, who will be supplying the product to athletics at major domestic meetings and in high performance centres.
",/Sports
"Merritt close to indoor 400m mark

Teenager LaShawn Merritt ran the third fastest indoor 400m of all time at the Fayetteville Invitational meeting.

The world junior champion clocked 44.93 seconds to finish well clear of fellow American Bershawn Jackson in Arkansas. Only Michael Johnson has gone quicker, setting the world record of 44.63secs in 1995 and running 44.66secs in 1996. Kenyan Bernard Lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat Canada's Nate Brannen by almost 10secs. The Olympic silver medallist's time of three minutes 49.89secs was inferior only to the 1997 world record of Moroccan Hicham El Guerrouj and former world record holder Eamonn Coghlan of Ireland's 3:49.78. Lagat was on course to break El Guerrouj's record through 1200m but could not maintain the pace over the final 400m. Ireland's

continued his excellent form by winning a tight 3,000m in 7:40.53. Cragg, who recently defeated Olympic 10,000m champion Kenenisa Bekele in Boston, held off Bekele's Ethiopian colleague Markos Geneti by only 0.19secs to secure his victory. Mark Carroll, who will join Cragg in the European Indoor Championships next month, finished a solid third in 7:46.78. Olympic 200m gold medallist

of Jamaica ran the fastest women's 60m in the world this year as she equalled her personal best of 7.09secs. World indoor 60m hurdles champion

also won, improving his season-leading time to 7.51secs.
",/Sports/Individual Sports/Track & Field
"London hope over Chepkemei

London Marathon organisers are hoping that banned athlete Susan Chepkemei will still take part in this year's race on 17 April.

Chepkemei was suspended from all competition until the end of the year by Athletics Kenya after failing to report to a national training camp. ""We are watching it closely,"" said London race director David Bedford. ""There is a long way to go before the race and we are hoping the situation will be satisfactorily resolved."" The camp in Embu was to prepare for the IAAF World Cross Country Championships later this month. Chepkemei however took part and finished third in last Sunday's world best 10K race in Puerto Rico. The 29-year-old has finished second to Paula Radcliffe in the 2002 and 2003 London races as well as in November's New York City marathon.
",/Sports/Individual Sports
"Greek pair attend drugs hearing

Greek sprinters Kostas Kenteris and Katerina Thanou have appeared before an independent tribunal which will decide if their bans should stand.

They were given provisional suspensions by athletics' ruling body the IAAF in December for failing to take drugs tests before the Athens Olympics. The pair arrived with former coach Christos Tzekos to give evidence at the Hellenic Olympic Committee's offices. A decision is expected to be announced before the end of February. Whatever the ruling, all parties will have the right to appeal to the Court of Arbitration for Sport. Yiannis Papadoyiannakis, who was head of the Greek Olympic team at the Athens Games last year, also testified at the tribunal, along with other Greek sports officials and athletes. ""I believe the tribunal will reach a decision that will uphold the standing of the institution,"" said Papadoyiannakis. ""Whatever the athletes have done, we must not forget that they have offered us great moments."" Kenteris won 200m gold at the 2000 Sydney Olympics, while Thanou won silver in the 100m.

They withdrew from the Athens Games last August after missing drugs tests on the eve of the opening ceremony. The pair spent four days in a hospital, claiming they had been injured in a motorcycle crash. The five-member tribunal, assembled by the Hellenic Association of Amateur Athletics, is also examining allegations that Kenteris and Thanou avoided tests in Tel Aviv and Chicago before the Games. Tzekos was also banned for two years by the IAAF. He faces charges of assisting in the use of prohibited substances and tampering with the doping inspection process. All three, who have repeatedly denied the allegations, have also been charged by a Greek prosecutor and face trial for doping-related charges. A trial date has not been set. In imposing two-year suspensions on the duo on 22 December, the IAAF described their explanations for missing the tests as ""unacceptable"". But Kenteris' lawyer Gregory Ioannidis told BBC Sport earlier this week he was confident the sprinters would be cleared of the charges of failing to give information on their location and refusing to submit to testing. ""We refute both charges as unsubstantiated and illogical,"" he said. ""There have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials, and these procedural breaches have also violated my client's rights. ""There is also evidence that proves the fact that my client has been persecuted.""
",/Sports
"Campbell to extend sprint career

Darren Campbell has set his sights on running quicker than ever after deciding not to retire from sprinting.

Campbell, who won Olympic 4x100m relay gold, had been unsure about his future. But he told Five Live's Sportsweek: ""I had to get back into training before I could decide because if I didn't have the same hunger I'd have to walk away. ""I've started back and I'm thoroughly enjoying it. I'm looking forward to it. I've got to run under 10 seconds (for 100m) and under 20 seconds (for 200m)."" Campbell was part of the British quartet who shocked the Americans to win relay gold in Athens in August.

The Newport-based athlete and team-mates Jason Gardener, Marlon Devonish and Mark Lewis-Francis were rewarded with MBEs in the New Year Honours List. Campbell's relay triumph made up for his disappointing displays in the individual 100m and 200m events in Athens, when he failed to reach the finals. The 31-year-old, who won Olympic 200m silver in Sydney in 2000, said during the Games that a hamstring injury had stopped him from running at his best.

He was criticised at the time by former Olympic champion Michael Johnson, who cast doubt on Campbell's injury claims. ""To go to Athens and finally get the gold I've been trying to get for 24 years was a big relief,"" said Campbell. ""It was a chance for me to prove that if I'd been fit I would have been challenging for the (individual) medals. ""Every season I go and challenge for the medals so why would last season have been any different? ""It's just unfortunate that I picked up that injury just before the Olympics."" Campbell set his 100m personal best of 10.04secs when he won the European title in Budapest in 1998. And he ran 20.13secs in the quarter-finals of the 200m in Sydney on the way to Olympic silver.
",/Sports/Individual Sports
"Isinbayeva heads for Birmingham

Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2005 Norwich Union Grand Prix in Birmingham on 18 February.

""Everybody knows how much I enjoy competing in Britain. I always seem to break records there,"" said Isinbayeva. ""As Olympic champion there will be more attention on me this year, but hopefully I can respond with another record in Birmingham."" Kelly Holmes and Carolina Kluft are among other Athens winners competing. The organisers are hoping that Isinbayeva's main rival, fellow Russian Svetlana Feofanova, will also take part in the event. The pair had a thrilling battle in Athens which ended with Isinbayeva finally jumping a world record of 4.91m to claim the gold medal. Isinbayeva, 22, has set 10 world records in the pole vault, three of which have come on British soil.
",/Sports/Individual Sports/Track & Field
"Bekele sets sights on world mark

Olympic 10,000m champion Kenenisa Bekele is determined to add the world indoor two mile record at February's Norwich Union Grand Prix in Birmingham.

The 22-year-old will again be chasing a record held by his compatriot and mentor Haile Gebrselassie, who set the mark at the same meeting in 2003. ""I am still as hungry to do as much as I can in this sport,"" said Bekele. ""And aiming for the two mile world record in Birmingham is the next of those targets."" Gebrselassie's current record stands at eight minutes, 04.69 seconds. And Bekele is no stranger to overhauling world marks at the National Indoor Arena. The Ethiopian broke the world indoor 5,000m record on his debut at the meeting last year. Compatriots Mulugeta Wondimu, Abiyote Abate and Markos Geneti, the world indoor bronze medallist over 3000m, will race against Bekele on 18 February. The meet has already attracted a crop of Olympic talent. Britain's 800m and 1500m champion Kelly Holmes is taking part in the 1000m. Swedish heptathlon gold medallist Carolina Kluft will contest the 60m hurdles. While men's 4x100m relay gold medallists Jason Gardener and Mark Lewis-Francis will go head-to-head in the 60m.
",/Sports/Individual Sports/Track & Field
"Greek sprinters suspended by IAAF

Greek sprinters Kostas Kenteris and Katerina Thanou have been suspended after failing to take drugs tests before the Athens Olympics.

Athletics' ruling body the IAAF said explanations from the pair and their former coach as to why they missed the tests were ""unacceptable"". It added that Kenteris and Thanou had been ""provisionally suspended pending the resolution of their cases"". They face two-year bans if found guilty by the Greek Athletics Federation. The suspension also covers the athletes' controversial coach, Christos Tzekos. Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, also face a criminal hearing in Greece over the missed tests. They failed to appear to give samples in Chicago and Tel Aviv shortly before the Athens Games and again in Athens on 12 August, the eve of the opening ceremony. Greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. Some medical staff have been charged with writing false medical reports. Wednesday's statement said the Greek Federation (SEGAS) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.

""There will be a final right of appeal from the decision of the Greek Federation to the Court of Arbitration for Sport,"" the IAAF said. Tzekos insisted he and the runners had nothing to hide. ""The IAAF's decision means nothing,"" he said. ""We'll be presenting all our arguments to SEGAS - we're innocent.""
",/Sports/Individual Sports/Track & Field
"Collins banned in landmark case

Sprinter Michelle Collins has received an eight-year ban for doping offences after a hearing at the North American Court of Arbitration for Sport (CAS).

America's former world indoor 200m champion is the first athlete to be suspended without a positive drugs test or an admission of drugs use. Collins' ban is a result of her connection to the federal inquiry into the Balco doping scandal. The 33-year-old was found guilty of using performance-enhancing drugs. The US Anti-Doping Agency (USADA) decided to press charges against Collins in the summer. The sprinter has consistently protested her innocence but the CAS has upheld USADA's findings. ""The USADA has proved, beyond a reasonable doubt, that Collins took EPO, the testosterone/epitestosterone cream and THG,"" said a CAS statement. ""Collins used these substances to enhance her performance and elude the drug testing that was available at the time."" So far a total of 13 athletes have been sanctioned for violations involving drugs associated with the Balco doping scandal. World record holder Tim Montgomery is also facing a lifetime ban after being charged by the USADA. His hearing before the CSA has been rescheduled for June next year.

Drug enforcement chiefs in the US have vowed to crack down on cheats. USADA chief executive officer Terry Madden said the action taken against Collins was further proof of that. ""The CAS panel's decision confirms that those who violate the rules will be sanctioned as part of USADA's ongoing efforts to protect the rights of the overwhelming majority of US athletes that compete drug-free,"" said Madden. The USADA has built its cases on verbal evidence given to the federal investigation into Balco rather than test results. The San Francisco-based Balco laboratory faces steroid distribution and money laundering charges. The trial is expected to open next March.
",/Sensitive Subjects
"Jones doping probe begins

An investigation into doping claims against Marion Jones has been opened by the International Olympic Committee.

IOC president Jacques Rogge has set up a disciplinary body to look into claims by Victor Conte, of Balco Laboratories. Jones, who says she is innocent, could lose all her Olympic medals after Conte said he gave her performance-enhancing drugs before the Sydney Olympics. But Rogge said it was too early to speculate about that, hoping only that ""the truth will emerge"".

Any decision on the medals would be taken by the IOC's executive board and could hinge on interpretation of a rule stating that Olympic decisions can only be challenged within three years of the Games closing. The Sydney Olympics ended more than four years ago, but World Anti-Doping Agency chief Dick Pound said the rule may not apply because the allegations are only coming out now. ""We will find a way to deal with that,"" Pound said. In a statement released through her attorney Rich Nichols, Jones repeated her innocence and vowed she would be cleared. ""Victor Conte's allegations are not true and the truth will be revealed for the world to see as the legal process moves forward,"" she said. ""Conte is someone who is under federal indictment and has a record of issuing contradictory, inconsistent statements.""
",/Health/Substance Abuse/Steroids & Performance-Enhancing Drugs
